"img-link href","photo-count","list-view-price","list-view-date","left","celly","celly 2","celly 3","celly 4","eids-badge__description","he-lazy-image src","eids-badge__label","list-view-header","list-view-location","img-wrp href","he-lazy-image src 2","listing-card--owner-info__firm-name","he-lazy-image src 3"
"https://www.hepsiemlak.com/mugla-bodrum-cevat-sakir-kiralik/daire/140202-728","17","30.000","24-01-2025","Kiralık Daire","1 +
                          1","50 m²","10
                        Yaşında","Bahçe Katı","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Gümbet Bodrum'da Kiralık 1+1 Eşyalı","Muğla / Bodrum / Cevat Şakir Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/8/9/7/8/0/4/4/65e01b61-d955-4d4d-a9c6-fc2a43140865.jpg","",""
"https://www.hepsiemlak.com/mugla-dalaman-merkez-kiralik/daire/0-44085310","17","14.000","24-01-2025","Kiralık Daire","1 +
                          1","65 m²","4
                        Yaşında","En Üst Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Full Eşyalı Sahibinden Kiralık","Muğla / Dalaman / Merkez Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/1/3/5/8/0/4/4/1737640713-393032-44085310.jpeg","",""
"https://www.hepsiemlak.com/mugla-bodrum-bitez-kiralik/daire/153968-31","17","50.000","23-01-2025","Kiralık Daire","2 +
                          1","90 m²","15
                        Yaşında","2. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/8/6/9/3/5/1/36f4c318-d6fe-42c3-b669-7f3217cdf84e.jpg","EİDS onaylı","Bodrum Bitez Yüzme Havuzlu Site Mobilyalı Yıllık Kiralık Daire","Muğla / Bodrum / Bitez Mah.","https://www.hepsiemlak.com/emlak-ofisi/century21-trio-153968","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/4/8/3/8/0/4/4/1737629208-95604-44083841.jpeg","Century21 Trio","https://hecdn01.hemlak.com/img/eids-logo-mini.png"
"https://www.hepsiemlak.com/mugla-marmaris-kemeralti-kiralik/villa/84388-899","35","40.000","24-01-2025","Kiralık Villa","2 +
                          1","110 m²","25
                        Yaşında","","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/8/8/3/4/8/0/fbb8d8dc-0829-4f58-aeae-ff77bd755b7f.png","EİDS onaylı","Marmaris Merkezde Havuzlu Sitede Otoparklı Full Eşyalı 2+1 Villa","Muğla / Marmaris / Kemeraltı Mah.","https://www.hepsiemlak.com/emlak-ofisi/step-in-gayrimenkul-84388","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/5/8/2/8/0/4/4/9e6c6dd9-b085-4487-ab41-a5f3fb2d4d0a.jpg","Step İn Gayrimenkul","https://hecdn01.hemlak.com/img/eids-logo-mini.png"
"https://www.hepsiemlak.com/mugla-mentese-kotekli-kiralik/daire/137064-72","24","26.000","23-01-2025","Kiralık Daire","2 +
                          1","110 m²","6
                        Yaşında","4. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Muğla Menteşe Kötekli'de 2. Etap Toki'de Kiralık 2+1 Daire","Muğla / Menteşe / Kötekli Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/2/2/7/7/0/4/4/1737530458688-44077220.jpg","",""
"https://www.hepsiemlak.com/mugla-ortaca-cayli-kiralik/daire/138526-1575","33","20.000","22-01-2025","Kiralık Daire","3 +
                          1","150 m²","15
                        Yaşında","En Üst Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/6/2/5/8/3/1/d6cf4f1e-4205-4df1-a525-787c6f7612a9.jpg","EİDS onaylı","Ortaca Çaylı Mah. 3+1 Isıpompalı Ebeveyn Banyolu Kiralık Daire","Muğla / Ortaca / Çaylı Mah.","https://www.hepsiemlak.com/emlak-ofisi/adress-ailesi-138526","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/4/1/8/7/0/4/4/19f725d3-054b-4125-b141-617ace20d0d0.jpg","Adress Ailesi","https://hecdn01.hemlak.com/img/eids-logo-mini.png"
"https://www.hepsiemlak.com/mugla-fethiye-karaculha-kiralik/daire/144026-185","16","15.000","21-01-2025","Kiralık Daire","3 +
                          1","120 m²","6
                        Yaşında","1. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/6/2/0/4/4/1/fc195281-0e7e-48c7-acb4-b655478f543c.jpg","EİDS onaylı","Karaçulha Mahallesinde  Merkezde 3+1 1.Kat Uzun Dönem Kiralık Daire","Muğla / Fethiye / Karaçulha Mah.","https://www.hepsiemlak.com/emlak-ofisi/kaya-grup-fethiye-144026","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/4/0/6/7/0/4/4/1737485035150-44076043.jpg","Kaya Grup Fethiye","https://hecdn01.hemlak.com/img/eids-logo-mini.png"
"https://www.hepsiemlak.com/mugla-ortaca-bahcelievler-kiralik/daire/0-44074040","32","20.500","23-01-2025","Kiralık Daire","2 +
                          1","95 m²","Sıfır Bina","Yüksek Giriş","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Daire Kiralık Sıfır","Muğla / Ortaca / Bahçelievler Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/4/0/4/7/0/4/4/1737627400-191877-44074040.jpeg","",""
"https://www.hepsiemlak.com/mugla-bodrum-koyunbaba-kiralik/villa/136941-325","60","120.000","21-01-2025","Kiralık Villa","4 +
                          1","200 m²","Sıfır Bina","","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/1/4/9/6/3/1/4a151971-ef03-4e7d-bd0e-511f044c68eb.jpg","EİDS onaylı","Yalıkavak'ta Özel Plajlı Deniz Manzaralı Kiralık Villa","Muğla / Bodrum / Koyunbaba Mah.","https://www.hepsiemlak.com/emlak-ofisi/turyap-yalikavak-136941","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/3/3/5/7/0/4/4/450b9da3-7e40-4bfd-ba14-09a541d46b2b.jpg","Turyap Yalıkavak","https://hecdn01.hemlak.com/img/eids-logo-mini.png"
"https://www.hepsiemlak.com/mugla-marmaris-turunc-kiralik/daire/153465-9","51","380.000","21-01-2025","Kiralık Daire","5 +
                          1","210 m²","20
                        Yaşında","1. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","''ölmez Emlak'tan'' Turunç'ta Havuzlu Site İçerisinde Uzun Dönem Kiralık Dubleks Daire.","Muğla / Marmaris / Turunç Mah.","https://www.hepsiemlak.com/emlak-ofisi/olmez-real-estate-emlak-ofisi-153465/emre-olmez-4327094","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/7/7/1/7/0/4/4/e8c00f47-d047-4f77-84bb-a91f69c56902.jpg","Ölmez Real Estate & Emlak Ofisi","https://www.hepsiemlak.com/_nuxt/img/no-image-user.6f6a83e.svg"
"https://www.hepsiemlak.com/mugla-seydikemer-cumhuriyet-kiralik/daire/150925-201","21","15.000","24-01-2025","Kiralık Daire","2 +
                          1","80 m²","Sıfır Bina","Giriş Katı","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/5/2/9/0/5/1/7249ba24-fe5f-4a33-8933-13a825d86e86.jpg","EİDS onaylı","Uğur'dan Seydikemer Cumhuriyet Mahallesinde 2+1 Kiralık Daire","Muğla / Seydikemer / Cumhuriyet Mah.","https://www.hepsiemlak.com/emlak-ofisi/ugur-emlak-seydikemer-150925","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/3/3/2/7/0/4/4/1737452183685-44072331.jpg","Uğur Emlak Seydikemer","https://hecdn01.hemlak.com/img/eids-logo-mini.png"
"https://www.hepsiemlak.com/mugla-dalaman-altintas-kiralik/daire/107293-873","30","14.000","20-01-2025","Kiralık Daire","1 +
                          1","48 m²","6
                        Yaşında","Bahçe Katı","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/3/9/2/7/0/1/cf24816a-0b69-432c-9524-cf61e4f3ef97.jpg","EİDS onaylı","Eras Gayrimenkulden Yüzme Havuzlu Sitede Eşyalı 1+1 Daire","Muğla / Dalaman / Altıntas Mah.","https://www.hepsiemlak.com/emlak-ofisi/eras-gayrimenkul-107293","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/8/9/8/6/0/4/4/534c1308-f598-4c8f-898e-4c2192a063c5.jpg","Eras Gayrimenkul","https://hecdn01.hemlak.com/img/eids-logo-mini.png"
"https://www.hepsiemlak.com/mugla-mentese-kotekli-kiralik/daire/92216-1514","60","28.500","25-01-2025","Kiralık Daire","2 +
                          1","65 m²","9
                        Yaşında","4. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/6/1/2/2/9/0/ef3bc344-e800-4aae-baed-3877633e73ac.jpg","EİDS onaylı","Muğla Kötekli De Yücelen Arkası Kiralık 2+1 Eşyalı Daire","Muğla / Menteşe / Kötekli Mah.","https://www.hepsiemlak.com/emlak-ofisi/yatagan-emlak-92216","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/2/7/8/6/0/4/4/13d4d144-de9d-4e94-bf45-dc13fa4c55ea.jpg","Yatağan Emlak","https://hecdn01.hemlak.com/img/eids-logo-mini.png"
"https://www.hepsiemlak.com/mugla-mentese-emirbeyazit-kiralik/daire/144293-281","26","18.000","19-01-2025","Kiralık Daire","2 +
                          1","80 m²","30
                        Yaşında","Ara Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/3/9/2/4/4/1/8aaa8704-92fa-4705-abd4-5c94295ea554.jpg","EİDS onaylı","Muğla Emirbeyazıt Mahallesi ‘nde Eşyalı 2+1 Kiralık Daire","Muğla / Menteşe / Emirbeyazıt Mah.","https://www.hepsiemlak.com/emlak-ofisi/coldwell-banker-egemen-144293","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/5/8/2/6/0/4/4/1737291016-0186749-44062853.jpeg","Coldwell Banker Egemen","https://hecdn01.hemlak.com/img/eids-logo-mini.png"
"https://www.hepsiemlak.com/mugla-bodrum-bitez-kiralik/daire/0-44063474","19","47.500","26-01-2025","Kiralık Daire","3 +
                          1","135 m²","31
                        Yaşında","Bahçe Katı","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Sahibinden Bitez Köyiçi'nde 3+1+kiler Bahçeli 135m2","Muğla / Bodrum / Bitez Mah.","","","",""
"https://www.hepsiemlak.com/mugla-mentese-bayir-kiralik/daire/139386-477","17","15.000","24-01-2025","Kiralık Daire","1 +
                          1","50 m²","Sıfır Bina","Ara Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Muğla Bayır 1+1 Kiralık Daire","Muğla / Menteşe / Bayır Mah.","https://www.hepsiemlak.com/emlak-ofisi/yildiz-emlak-139386/dilek-gokbel-3885501","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/1/0/5/5/8/8/3/c4799123-69ae-400a-8e87-8b92193db1d2.jpg","Yıldız Emlak","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/6/8/3/9/3/1/155f3c54-6f72-4d78-b46c-9f4f9abbd367.jpg"
"https://www.hepsiemlak.com/mugla-bodrum-geris-kiralik/villa/145880-99","22","70.000","20-01-2025","Kiralık Villa","3 +
                          1","150 m²","10
                        Yaşında","","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/0/8/8/5/4/1/92904820-7ae5-4a9e-994d-72363538c831.jpg","EİDS onaylı","Alıkavak'ta Havuzlu Sitede Deniz Manzaralı Yıllık Kiralık Villa","Muğla / Bodrum / Geriş Mah.","https://www.hepsiemlak.com/emlak-ofisi/dnc-gayrimenkul-bodrum-145880","","Dnc Gayrimenkul Bodrum","https://hecdn01.hemlak.com/img/eids-logo-mini.png"
"https://www.hepsiemlak.com/mugla-bodrum-gundogan-kiralik/daire/138060-240","19","55.000","24-01-2025","Kiralık Daire","2 +
                          1","100 m²","9
                        Yaşında","Bahçe Katı","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/0/6/0/8/3/1/02ed33ca-4255-468e-aef6-9b6e3c13cabe.jpg","EİDS onaylı","Bodrum Gündoğan Denize Yakın Nezih Havuzlu Site Kiralık Eşyalı Bahçe Katı","Muğla / Bodrum / Gündoğan Mah.","https://www.hepsiemlak.com/emlak-ofisi/bodrumda-firsat-gayrimenkul-danismanligi-138060","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/8/4/7/1/0/4/4/7d13d5fb-fe7a-49fd-834a-0120727341f0.jpg","Bodrum’da Fırsat Gayrimenkul Danışmanlığı","https://hecdn01.hemlak.com/img/eids-logo-mini.png"
"https://www.hepsiemlak.com/mugla-dalaman-hurriyet-kiralik/daire/139965-224","49","22.000","25-01-2025","Kiralık Daire","2 +
                          1","90 m²","Sıfır Bina","Ara Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Dalaman Dost Emlaktan 2+1 Sıfır Lüks Kiralık Daire","Muğla / Dalaman / Hürriyet Mah.","https://www.hepsiemlak.com/emlak-ofisi/dost-emlak-139965/ahmet-kilic-3918657","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/8/2/9/7/9/3/4/1649b832-be7d-4f0b-9403-1b61bba4c73b.jpg","Dost Emlak","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/7/5/6/8/1/9/3/fdff0ff7-9974-449f-9a68-8a16b9858172.jpg"
"https://www.hepsiemlak.com/mugla-fethiye-patlangic-kiralik/daire/139822-149","19","25.000","25-01-2025","Kiralık Daire","2 +
                          1","115 m²","10
                        Yaşında","Bahçe Katı","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/2/2/8/9/3/1/347e3a10-2e66-4f8d-bf25-91912accc170.jpg","EİDS onaylı","Fethiye Taşyaka Merkez'de 2+1 110m2 Eşyalı Havuzlu Bahçeli Daire","Muğla / Fethiye / Patlangıç Mah.","https://www.hepsiemlak.com/emlak-ofisi/fethiye-emlak-139822","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/3/0/8/7/9/3/4/1735745512220-43978030.jpg","Fethiye Emlak","https://hecdn01.hemlak.com/img/eids-logo-mini.png"
"https://www.hepsiemlak.com/mugla-bodrum-gundogan-kiralik/villa/148391-116","44","60.000","20-01-2025","Kiralık Villa","4 +
                          1","220 m²","Sıfır Bina","","","","","Bodrum Gündoğan'da Kiralık Müstakil Villa 180 M2 Havuzlu 4+1 Deniz Manzaralı","Muğla / Bodrum / Gündoğan Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/9/5/6/4/9/3/4/1735372264-812432-43946597.jpeg","",""
"https://www.hepsiemlak.com/mugla-ula-akyaka-kiralik/villa/84483-1325","40","50.000","22-01-2025","Kiralık Villa","4 +
                          1","185 m²","20
                        Yaşında","","","","","Adres Emlak - Akyaka İskele Mevkiinde Full Eşyalı Kiralık 4 Oda 1 Salon Bitişik Nizam Villa","Muğla / Ula / Akyaka Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/0/5/7/7/8/3/4/7d1c5b32-17cc-4b70-8c3a-7ddf2b39cd53.jpg","",""
"https://www.hepsiemlak.com/mugla-bodrum-karaova-kiralik/daire/121164-16","35","20.000","25-01-2025","Kiralık Daire","3 +
                          1","110 m²","4
                        Yaşında","2. Kat","","","","Mumcular Merkezde  Arakat  Merkez Konumlu    Kıralık 3+1","Muğla / Bodrum / Karaova Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/9/3/9/6/8/3/4/1bf82238-2216-473f-a260-2af959d3d237.jpeg","",""
"https://www.hepsiemlak.com/mugla-bodrum-koyunbaba-kiralik/mustakil-ev/146453-77","40","65.000","23-01-2025","Kiralık Müstakil Ev","3 +
                          1","150 m²","15
                        Yaşında","","","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/3/5/4/6/4/1/c2044647-bfdc-4e2b-9d40-6ad21fed1660.jpg","","Kiralık Gümüşlük Nezih Sitede Deniz Manzaralı Müstakil Villa","Muğla / Bodrum / Koyunbaba Mah.","https://www.hepsiemlak.com/emlak-ofisi/gaia-homes-146453","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/5/7/9/3/8/3/4/e19dc9de-699b-4544-a71f-6dbb8375c38b.jpg","Gaia Homes",""
"https://www.hepsiemlak.com/mugla-fethiye-patlangic-kiralik/daire/137352-175","54","20.000","25-01-2025","Kiralık Daire","3 +
                          1","140 m²","16
                        Yaşında","En Üst Kat","","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/2/5/3/7/3/1/cb49b9a8-9b03-4fc4-90f1-214e49e4244c.jpg","","Taşyaka Deniz Manzaralı Uzun Dönem Kiralık 3+1 Çatı Dubleks","Muğla / Fethiye / Patlangıç Mah.","https://www.hepsiemlak.com/emlak-ofisi/ideal-emlak-137352","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/1/6/5/1/8/3/4/1a55f4d2-5c01-4237-9525-12c618b80ae2.jpg","İdeal Emlak",""
"https://www.hepsiemlak.com/mugla-koycegiz-toparlar-kiralik/mustakil-ev/139367-317","28","25.000","20-01-2025","Kiralık Müstakil Ev","1 +
                          1","66 m²","Sıfır Bina","","","","","Muf'tan Liseler Arkası 1+1 Tam Müstakil Lux Eşyalı Ev Fırsatı!","Muğla / Köyceğiz / Toparlar Mah.","https://www.hepsiemlak.com/emlak-ofisi/muf-yatirim-danismanligi-139367/ugur-bilgin-3885159","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/0/5/7/4/7/3/4/d1ebc164-150d-4f28-bd96-fd4a18511e44.jpg","Muf Yatırım Danışmanlığı","https://www.hepsiemlak.com/_nuxt/img/no-image-user.6f6a83e.svg"
"https://www.hepsiemlak.com/mugla-bodrum-islamhaneleri-kiralik/yazlik/66325-3206","36","150.000","21-01-2025","Kiralık Yazlık","3 +
                          1","150 m²","22
                        Yaşında","Bahçe Katı","","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/5/2/3/6/6/0/c7ef2c8a-f581-4834-a8e8-7944a8bb30e2.jpg","","Bankev Sitesinde Kiralık Bahçeli Dubleks","Muğla / Bodrum / İslamhaneleri Mah.","https://www.hepsiemlak.com/emlak-ofisi/minev-gayrimenkul-66325","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/3/9/5/7/6/3/4/217cb978-92d3-4ac0-9522-bd0b2bd932ef.jpg","Min.ev Gayrimenkul",""
"https://www.hepsiemlak.com/mugla-bodrum-yokusbasi-kiralik/daire/148309-47","20","32.500","20-01-2025","Kiralık Daire","2 +
                          1","82 m²","10
                        Yaşında","Bahçe Katı","","https://www.hepsiemlak.com/_nuxt/img/no-image-user.6f6a83e.svg","","Bodrum Merkezde 2+1 Eşyasız Kiralık Daire","Muğla / Bodrum / Yokuşbaşı Mah.","https://www.hepsiemlak.com/emlak-ofisi/lb-bodrum-gayrimenkul-148309/arif-karaca-4201969","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/3/6/7/5/6/3/4/f0adfdbf-ae22-4e15-878f-ba9d28b009d1.jpg","Lb Bodrum Gayrimenkul",""
